imagem;index;mediana;mean global;desvio;mean blue;desv blue;mean green;desv green;mean red;desv red;R/G mean;R/B mean;R/G desv;R/B desv;isfire
fire_0727.jpg;15;83;101,942;84,171;8,325;10,982;89,01;25,529;208,493;14,057;2,342;25,045;0,551;1,28;0
fire_0727.jpg;16;140;119,301;83,328;15,578;12,761;132,538;35,931;209,787;15,985;1,583;13,467;0,445;1,253;1
fire_0727.jpg;17;91;106,117;83,277;10,307;12,357;101,557;33,762;206,488;15,429;2,033;20,033;0,457;1,249;0
fire_0727.jpg;18;95;105,996;83,434;9,848;12,437;99,461;25,984;208,678;14,933;2,098;21,19;0,575;1,201;0
fire_0727.jpg;19;112;109,549;81,803;14,904;20,124;111,077;38,186;202,667;24,102;1,825;13,598;0,631;1,198;1
fire_0727.jpg;20;72;91,605;79,351;11,406;11,83;67,808;16,147;195,6;25,999;2,885;17,148;1,61;2,198;0
fire_0727.jpg;21;74;94,558;81,843;9,344;9,984;71,515;12,911;202,814;17,793;2,836;21,705;1,378;1,782;0
fire_0727.jpg;22;107;107,083;83,095;9,163;10,027;103,642;23,662;208,443;13,41;2,011;22,748;0,567;1,337;1
fire_0727.jpg;23;118;112,43;83,998;9,621;9,388;117,19;27,691;210,48;10,289;1,796;21,878;0,372;1,096;1
fire_0727.jpg;24;105;107,739;85,02;4,586;4,912;106,901;13,193;211,73;5,617;1,981;46,173;0,426;1,143;0
fire_0727.jpg;25;99;105,781;83,631;7,592;7,257;99,813;16,595;209,939;11,356;2,103;27,653;0,684;1,565;0
fire_0727.jpg;26;135;124,953;82,798;26,094;23,744;139,92;48,444;208,843;24,931;1,493;8,003;0,515;1,05;1
fire_0727.jpg;27;181;148,54;83,273;43,766;37,656;182,387;43,006;219,466;19,546;1,203;5,014;0,455;0,519;1
fire_0727.jpg;28;120;123,033;84,875;22,038;32,667;134,819;44,069;212,242;17,468;1,574;9,631;0,396;0,535;1
fire_0727.jpg;29;192;155,484;83,439;55,829;52,432;188,848;48,729;221,776;17,983;1,174;3,972;0,369;0,343;1
fire_0727.jpg;30;74;94,025;79,598;9,579;9,039;73,328;11,777;199,166;13,143;2,716;20,792;1,116;1,454;0
fire_0727.jpg;31;81;97,532;81,003;10,006;13,114;81,474;20,649;201,115;20,933;2,468;20,099;1,014;1,596;0
fire_0727.jpg;32;162;133,807;84,527;27,84;25,308;161,702;43,575;211,88;28,149;1,31;7,611;0,646;1,112;1
fire_0727.jpg;33;144;127,354;83,984;29,427;31,079;148,182;56,115;204,453;32,826;1,38;6,948;0,585;1,056;1
fire_0727.jpg;34;131;130,444;83,437;28,658;26,5;149,963;45,967;212,71;23,685;1,418;7,422;0,515;0,894;0
fire_0727.jpg;35;198;157,358;83,963;48,536;33,286;199,886;39,797;223,651;20,298;1,119;4,608;0,51;0,61;1
fire_0727.jpg;36;154;136,693;82,194;41,309;33,763;162,106;55,453;206,664;37,588;1,275;5,003;0,678;1,113;1
fire_0727.jpg;37;194;160,227;79,678;56,746;31,463;202,894;33,217;221,042;26,932;1,089;3,895;0,811;0,856;1
fire_0727.jpg;38;229;195,447;74,539;139,408;95,241;216,23;45,407;230,702;26,84;1,067;1,655;0,591;0,282;1
fire_0727.jpg;39;182;151,707;83,524;63,814;73,09;175,054;51,282;216,251;22,82;1,235;3,389;0,445;0,312;1
fire_0727.jpg;40;80;96,463;80,623;10,013;10,203;77,566;14,464;201,81;16,069;2,602;20,155;1,111;1,575;0
fire_0727.jpg;41;99;104,855;84,745;6,187;7,202;96,405;12,152;211,974;8,003;2,199;34,26;0,659;1,111;0
fire_0727.jpg;42;136;128,009;83,441;31,686;28,002;148,002;55,674;204,339;38,725;1,381;6,449;0,696;1,383;1
fire_0727.jpg;43;117;117,32;80,723;30,582;27,819;129,613;60,002;191,765;44,249;1,48;6,27;0,737;1,591;1
fire_0727.jpg;44;124;122,101;79,563;36,67;30,168;135,97;59,738;193,662;43,593;1,424;5,281;0,73;1,445;1
fire_0727.jpg;45;199;157,698;82,54;49,472;27,241;202,299;33,284;221,322;28,957;1,094;4,474;0,87;1,063;1
fire_0727.jpg;46;178;157,248;79,002;68,05;39,456;189,445;55,714;214,25;42,673;1,131;3,148;0,766;1,082;1
fire_0727.jpg;47;199;167,567;75,103;73,333;34,887;207,413;36,754;221,957;30,457;1,07;3,027;0,829;0,873;1
fire_0727.jpg;48;221;191,493;64,781;119,389;54,075;224,573;32,265;230,518;28,433;1,026;1,931;0,881;0,526;1
fire_0727.jpg;49;209;190,625;65,395;128,246;68,029;216,197;37,495;227,432;29,929;1,052;1,773;0,798;0,44;1
fire_0727.jpg;50;75;96,28;80,289;11,442;13,21;76,059;16,269;201,339;16,005;2,647;17,597;0,984;1,212;0
fire_0727.jpg;51;85;96,849;78,187;14,666;15,323;79,779;23,551;196,101;25,573;2,458;13,371;1,086;1,669;0
fire_0727.jpg;52;117;117,343;78,487;29,779;26,986;124,421;48,322;197,829;34,958;1,59;6,643;0,723;1,295;1
fire_0727.jpg;53;92;97,78;70,217;35,606;32,792;93,669;53,591;164,064;50,677;1,752;4,608;0,946;1,545;1
fire_0727.jpg;54;91;98,263;70,66;40,55;38,628;95,499;59,197;158,739;54,647;1,662;3,915;0,923;1,415;1
fire_0727.jpg;55;164;140,43;81,446;42,101;31,68;171,432;48,045;207,758;37,76;1,212;4,935;0,786;1,192;1
fire_0727.jpg;56;174;155,932;79,243;69,968;46,222;184,422;58,866;213,405;41,621;1,157;3,05;0,707;0,9;1
fire_0727.jpg;57;206;179,482;69,97;107,626;50,599;210,851;47,974;219,968;45,157;1,043;2,044;0,941;0,892;1
fire_0727.jpg;58;208;186,039;63,131;117,648;47,099;216,163;39,192;224,307;33,954;1,038;1,907;0,866;0,721;1
fire_0727.jpg;59;187;171,249;71,28;100,88;57,896;196,768;51,196;216,099;40,684;1,098;2,142;0,795;0,703;1
fire_0727.jpg;60;78;93,538;73,461;22,41;25,097;75,504;30,397;182,699;36,077;2,42;8,153;1,187;1,438;0
fire_0727.jpg;61;67;82,35;67,502;25,782;26,86;63,328;39,035;157,941;46,354;2,494;6,126;1,187;1,726;0
fire_0727.jpg;62;92;102,083;73,109;41,33;39,201;99,405;61,537;165,514;54,68;1,665;4,005;0,889;1,395;0
fire_0727.jpg;63;82;91,547;69,263;38,774;38,733;85,688;59,653;150,178;55,465;1,753;3,873;0,93;1,432;0
fire_0727.jpg;64;106;109,898;74,446;42,445;41,254;112,742;57,416;174,507;53,814;1,548;4,111;0,937;1,304;0
fire_0727.jpg;65;128;126,741;78,521;43,2;36,006;143,39;57,026;193,634;47,087;1,35;4,482;0,826;1,308;1
fire_0727.jpg;66;152;140,751;79,794;52,642;42,039;162,318;56,095;207,294;39,126;1,277;3,938;0,698;0,931;1
fire_0727.jpg;67;176;164,195;74,398;95,198;53,479;189,91;60,503;207,477;52,816;1,092;2,179;0,873;0,988;1
fire_0727.jpg;68;156;140,687;78,033;53,157;39,941;168,805;51,089;200,101;45,607;1,185;3,764;0,893;1,142;1
fire_0727.jpg;69;132;128,179;77;50,405;40,347;146,262;58,667;187,87;52,713;1,284;3,727;0,898;1,306;0
fire_0727.jpg;70;20;31,165;35,806;15,405;26,806;21,338;29,188;56,752;35,722;2,66;3,684;1,224;1,333;0
fire_0727.jpg;71;29;39,7;39,043;17,173;23,736;27,442;28,365;74,485;36,571;2,714;4,337;1,289;1,541;0
fire_0727.jpg;72;34;46,565;45,591;21,894;29,963;34,787;38,292;83,014;42,373;2,386;3,792;1,107;1,414;0
fire_0727.jpg;73;42;56,346;53,574;25,709;31,656;44,438;45,074;98,89;51,832;2,225;3,847;1,15;1,637;0
fire_0727.jpg;74;97;102,658;73,716;36,352;36,497;99,651;59,196;171,97;47,502;1,726;4,731;0,802;1,302;1
fire_0727.jpg;75;137;129,167;79,623;40,805;35,267;146,931;53,993;199,765;41,869;1,36;4,896;0,775;1,187;1
fire_0727.jpg;76;121;118,588;79,16;35,944;34,932;129,413;59,895;190,406;43,431;1,471;5,297;0,725;1,243;1
fire_0727.jpg;77;151;142,338;79,023;58,936;45,143;164,522;57,704;203,555;46,593;1,237;3,454;0,807;1,032;1
fire_0727.jpg;78;159;150,329;76,729;68,269;41,595;177,835;56,579;204,882;47,585;1,152;3,001;0,841;1,144;1
fire_0727.jpg;79;100;108,549;73,878;56,802;47,79;112,826;69,837;156,019;65,294;1,383;2,747;0,935;1,366;1
fire_0727.jpg;80;9;15,366;13,459;5,098;3,692;7,866;4,125;33,134;5,946;4,213;6,5;1,442;1,61;0
fire_0727.jpg;81;17;28,284;28,262;10,122;14,451;17,638;16,302;57,091;25,467;3,237;5,641;1,562;1,762;0
fire_0727.jpg;82;17;27,542;24,8;8,512;10,211;17,187;11,207;56,926;16,805;3,312;6,688;1,499;1,646;0
fire_0727.jpg;83;14;24,904;25,959;7,422;13,718;15,883;15,374;51,406;22,532;3,237;6,926;1,466;1,643;0
fire_0727.jpg;84;29;44,066;42,554;11,696;13,321;29,002;17,93;91,501;37,532;3,155;7,823;2,093;2,817;0
fire_0727.jpg;85;49;70,349;62,396;13,834;15,434;49,413;25,198;147,8;34,29;2,991;10,684;1,361;2,222;0
fire_0727.jpg;86;41;66,281;64,513;12,213;13,889;53,299;43,27;133,331;53,226;2,502;10,917;1,23;3,832;0
fire_0727.jpg;87;34;56,761;55,375;15,782;22,522;43,661;39,164;110,84;48,813;2,539;7,023;1,246;2,167;0
fire_0727.jpg;88;43;65,473;62,752;20,237;28,58;56,549;53,767;119,634;55,196;2,116;5,912;1,027;1,931;0
fire_0727.jpg;89;43;56,993;51,821;23,573;32,973;43,752;39,455;103,653;44,078;2,369;4,397;1,117;1,337;0
fire_0727.jpg;90;4;6,315;6,834;3,102;3,401;2,808;3,619;13,035;6,904;4,642;4,202;1,908;2,03;0
fire_0727.jpg;91;6;9,807;11,629;3,864;4,633;5,762;5,798;19,795;14,113;3,436;5,123;2,434;3,046;0
fire_0727.jpg;92;8;13,081;15,979;5,458;9,875;7,258;10,933;26,528;16,616;3,655;4,861;1,52;1,683;0
fire_0727.jpg;93;7;12,185;13,983;4,776;9,069;6,757;9,349;25,022;12,951;3,703;5,239;1,385;1,428;0
fire_0727.jpg;94;10;16,736;16,075;5,76;7,113;9,573;7,65;34,875;12,857;3,643;6,055;1,681;1,808;0
fire_0727.jpg;95;13;20,036;19,508;5,742;5,698;12,47;7,666;41,896;17,637;3,36;7,296;2,301;3,095;0
fire_0727.jpg;96;12;20,061;19,463;4,232;4,056;11,851;6,344;44,101;13,56;3,721;10,421;2,137;3,343;0
fire_0727.jpg;97;15;24,637;25,726;6,162;11,78;16,218;14,234;51,533;22,55;3,178;8,364;1,584;1,914;0
fire_0727.jpg;98;20;28,146;26,365;9,146;11,831;18,25;13,803;57,043;21,466;3,126;6,237;1,555;1,814;0
fire_0727.jpg;99;19;27,895;27,373;10,338;16,367;18,334;17,927;55,013;22,88;3,001;5,322;1,276;1,398;0
fire_0004.jpg;0;18;24,64;22,518;3,378;3,218;18,146;7,349;52,397;13,859;2,888;15,513;1,886;4,306;0
fire_0004.jpg;1;22;28,515;24,91;3,522;3,737;21,96;6,825;60,064;11,748;2,735;17,056;1,721;3,144;0
fire_0004.jpg;2;28;33,617;28,56;3,842;4,555;27,509;6,98;69,499;12,89;2,526;18,091;1,847;2,83;0
fire_0004.jpg;3;38;42,451;35,594;3,576;4,769;38,659;10,789;85,118;17,764;2,202;23,803;1,647;3,725;0
fire_0004.jpg;4;52;53,939;44,264;3,974;6,387;51,718;12,22;106,125;21,518;2,052;26,702;1,761;3,369;0
fire_0004.jpg;5;63;61,507;49,387;4,923;8,444;60,667;14,546;118,93;23,119;1,96;24,157;1,589;2,738;0
fire_0004.jpg;6;68;66,435;52,88;5,702;9,325;64,771;13,722;128,83;23,004;1,989;22,592;1,676;2,467;0
fire_0004.jpg;7;62;62,78;50,372;5,392;8,045;60,502;12,917;122,445;22,849;2,024;22,709;1,769;2,84;0
fire_0004.jpg;8;52;54,645;44,221;5,382;7,349;51,243;11,531;107,309;21,628;2,094;19,937;1,876;2,943;0
fire_0004.jpg;9;40;43,927;36,319;4,301;6,665;38,774;8,898;88,706;15,221;2,288;20,625;1,711;2,284;0
fire_0004.jpg;10;41;44,369;36,822;1,942;1,708;40,258;5,405;90,906;7,276;2,258;46,801;1,346;4,259;0
fire_0004.jpg;11;47;50,457;42,088;2,03;1,999;47,432;9,269;101,909;14,928;2,149;50,191;1,61;7,469;0
fire_0004.jpg;12;53;57,321;48,56;2,266;2,089;54,893;14,83;114,803;22,554;2,091;50,672;1,521;10,796;0
fire_0004.jpg;13;61;61,822;50,132;1,926;2,173;61,344;9,01;122,195;14,867;1,992;63,432;1,65;6,842;0
fire_0004.jpg;14;73;73,337;58,627;1,954;1,754;74,24;8,148;143,818;13,34;1,937;73,617;1,637;7,604;0
fire_0004.jpg;15;86;84,076;66,021;3,178;2,511;85,6;7,903;163,451;12,666;1,909;51,439;1,603;5,044;0
fire_0004.jpg;16;81;79,989;63,506;2,354;2,235;80,192;4,396;157,421;7,203;1,963;66,885;1,639;3,223;0
fire_0004.jpg;17;76;76,815;61,199;2,37;2,037;76,507;5,231;151,568;8,624;1,981;63,964;1,649;4,234;0
fire_0004.jpg;18;59;61,759;50,634;1,856;1,893;58,795;6,31;124,626;9,931;2,12;67,147;1,574;5,247;0
fire_0004.jpg;19;34;39,934;35,612;1,514;1,797;33,726;8,901;84,562;14,694;2,507;55,868;1,651;8,177;0
fire_0004.jpg;20;46;49,512;40,819;1,864;1,794;45,718;4,438;100,954;6,683;2,208;54,16;1,506;3,725;0
fire_0004.jpg;21;63;64,236;52,496;1,45;1,664;62,683;6,702;128,574;11,651;2,051;88,696;1,738;7,002;0
fire_0004.jpg;22;83;82,898;65,933;2,259;1,767;83,538;6,321;162,896;9,785;1,95;72,103;1,548;5,537;0
fire_0004.jpg;23;101;94,857;73,759;3,504;2,155;98,32;8,063;182,746;13,029;1,859;52,153;1,616;6,046;0
fire_0004.jpg;24;102;98,806;76,127;5,114;3,836;102,442;12,036;188,864;18,01;1,844;36,934;1,496;4,695;0
fire_0004.jpg;25;105;104,557;80,105;5,478;4,289;108,325;9,207;199,869;15,244;1,845;36,483;1,656;3,554;0
fire_0004.jpg;26;98;96,405;74,483;5,038;3,172;98,733;9,743;185,445;16,027;1,878;36,806;1,645;5,052;0
fire_0004.jpg;27;81;80,91;64,478;2,694;2,66;80,758;7,68;159,277;12,131;1,972;59,114;1,579;4,561;0
fire_0004.jpg;28;47;51,498;46,804;4;5,008;46,302;20,541;104,19;32,637;2,25;26,048;1,589;6,518;0
fire_0004.jpg;29;9;20,685;26,319;3,482;4,255;13,147;15,418;45,426;29,282;3,455;13,047;1,899;6,882;0
fire_0004.jpg;30;43;48,437;40,912;1,362;1,42;43,813;5,84;100,136;8,66;2,286;73,543;1,483;6,099;0
fire_0004.jpg;31;62;63,548;51,431;1,989;1,927;61,538;5,285;127,117;8,327;2,066;63,916;1,575;4,321;0
fire_0004.jpg;32;80;80,875;65,018;2,477;2,263;80,118;8,42;160,029;13,922;1,997;64,611;1,654;6,153;0
fire_0004.jpg;33;104;98,125;76,699;6,506;7,723;99,802;19,323;188,069;26,987;1,884;28,909;1,397;3,494;0
fire_0004.jpg;34;114;110,258;83,798;7,32;5,772;112,992;12,696;210,462;15,08;1,863;28,752;1,188;2,612;0
fire_0004.jpg;35;121;120,549;89,879;10,619;6,761;121,317;8,485;229,71;10,747;1,893;21,632;1,267;1,59;0
fire_0004.jpg;36;125;120,715;88,615;15,344;14,776;120,68;19,458;226,122;27,338;1,874;14,737;1,405;1,85;0
fire_0004.jpg;37;37;52,107;53,681;5,115;5,84;46,544;31,442;104,661;51,196;2,249;20,461;1,628;8,767;0
fire_0004.jpg;38;6;13,849;14,461;4,032;2,453;5,005;4,582;32,509;8,805;6,496;8,063;1,922;3,59;0
fire_0004.jpg;39;4;10,065;9,995;3,88;1,577;2,422;1,479;23,891;2,678;9,863;6,158;1,811;1,698;0
fire_0004.jpg;40;35;41,371;35,374;1,922;1,679;35,285;5,219;86,906;7,566;2,463;45,226;1,45;4,507;0
fire_0004.jpg;41;46;51,556;43,113;2,166;1,876;46,365;6,027;106,136;9,546;2,289;48,992;1,584;5,09;0
fire_0004.jpg;42;58;63,031;52,914;2,89;3,082;58,694;12,755;127,509;20,839;2,172;44,127;1,634;6,761;0
fire_0004.jpg;43;29;44,443;42,383;7,974;9,184;37,898;23,834;87,456;38,906;2,308;10,967;1,632;4,236;0
fire_0004.jpg;44;81;77,798;66,382;6,653;6,999;73,837;24,402;152,906;43,091;2,071;22,984;1,766;6,157;0
fire_0004.jpg;45;106;109,036;80,881;21,024;26,321;108,261;33,542;197,824;46,663;1,827;9,409;1,391;1,773;0
fire_0004.jpg;46;135;126,955;90,488;71,029;60,762;127,744;82,443;182,093;88,921;1,425;2,564;1,079;1,463;1
fire_0004.jpg;47;7;20,291;30,951;6,786;18,195;11,016;26,433;43,072;32,508;3,91;6,348;1,23;1,787;0
fire_0004.jpg;48;4;9,441;9,561;3,813;1,726;1,992;1,642;22,517;3,233;11,304;5,906;1,969;1,873;0
fire_0004.jpg;49;3;6,543;6,909;2,8;1,64;1,114;1,143;15,717;3,397;14,114;5,613;2,971;2,071;0
fire_0004.jpg;50;64;74,853;65,545;4,789;4,703;75,688;31,775;144,083;46,415;1,904;30,088;1,461;9,87;0
fire_0004.jpg;51;61;69,188;59,575;4,31;3,706;68,869;25,897;134,384;38,776;1,951;31,177;1,497;10,463;0
fire_0004.jpg;52;28;40,793;37,565;5,267;4,136;34,83;19,293;82,28;28,726;2,362;15,621;1,489;6,946;0
fire_0004.jpg;53;20;28,323;23,242;5,725;4,214;20,637;6,799;58,606;8,354;2,84;10,237;1,229;1,982;0
fire_0004.jpg;54;22;29,727;25,415;5,662;3,44;22,128;9,86;61,39;13,759;2,774;10,842;1,395;4;0
fire_0004.jpg;55;16;33,106;37;6,634;12,73;26,01;27,073;66,674;36,525;2,563;10,051;1,349;2,869;0
fire_0004.jpg;56;9;18,268;18,295;3,886;5,196;8,762;6,833;42,157;7,91;4,812;10,847;1,158;1,522;0
fire_0004.jpg;57;6;13,184;12,914;3,979;2,341;4,75;2,563;30,822;4,614;6,488;7,746;1,8;1,971;0
fire_0004.jpg;58;4;9,962;9,969;3,589;1,964;2,675;1,627;23,621;3,37;8,83;6,582;2,071;1,716;0
fire_0004.jpg;59;3;6,06;6,478;2,861;1,612;0,739;1,071;14,579;3,323;19,723;5,096;3,104;2,061;0
fire_0004.jpg;60;163;153,29;83,172;49,624;21,784;161,354;16,475;248,893;7,443;1,543;5,016;0,452;0,342;1
fire_0004.jpg;61;137;135,427;87,267;27,154;16,801;141,998;16,041;237,128;14,052;1,67;8,733;0,876;0,836;1
fire_0004.jpg;62;119;111,06;82,085;11,906;8,802;115,512;20,141;205,763;30,175;1,781;17,283;1,498;3,428;1
fire_0004.jpg;63;76;98,836;80,988;20,48;17,856;99,062;48,496;176,966;69,01;1,786;8,641;1,423;3,865;0
fire_0004.jpg;64;47;72,111;72,079;9,829;9,057;70,005;47,283;136,501;72,379;1,95;13,888;1,531;7,992;0
fire_0004.jpg;65;65;77,828;71,523;6,021;4,831;77,576;37,576;149,886;59,688;1,932;24,895;1,588;12,354;0
fire_0004.jpg;66;43;52,642;51,767;3,901;3,736;48,458;28,531;105,566;44,913;2,179;27,063;1,574;12,023;0
fire_0004.jpg;67;35;46,068;50,394;4,115;5,449;40,368;31,458;93,72;50,359;2,322;22,774;1,601;9,242;0
fire_0004.jpg;68;27;58,14;71,336;6,731;8,405;53,339;50,283;114,35;82,715;2,144;16,988;1,645;9,841;0
fire_0004.jpg;69;9;22,639;32,15;4,53;5,044;15,176;21,654;48,213;39,608;3,177;10,644;1,829;7,853;0
fire_0004.jpg;70;184;177,377;66,568;92,41;11,404;185,974;5,965;253,747;1,519;1,364;2,746;0,255;0,133;1
fire_0004.jpg;71;183;174,176;68,902;86,592;12,435;182,31;6,028;253,626;1,404;1,391;2,929;0,233;0,113;1
fire_0004.jpg;72;172;164,087;77,909;68,811;28,914;170,203;17,458;253,248;1,972;1,488;3,68;0,113;0,068;1
fire_0004.jpg;73;179;173,037;72,237;84,83;31,916;180,622;17,202;253,659;1,488;1,404;2,99;0,087;0,047;1
fire_0004.jpg;74;174;163,535;77,637;67,73;26,043;170,138;14,679;252,739;3,032;1,485;3,732;0,207;0,116;1
fire_0004.jpg;75;138;136,295;90,224;26,84;22,379;139,562;22,111;242,483;12,827;1,737;9,034;0,58;0,573;1
fire_0004.jpg;76;120;117,907;90,092;11,229;12,324;117,982;22,6;224,51;30,697;1,903;19,994;1,358;2,491;1
fire_0004.jpg;77;142;137,724;86,087;51,824;53,924;141,07;53,243;220,278;47,804;1,561;4,251;0,898;0,887;1
fire_0004.jpg;78;91;110,141;93,017;44,984;47,799;112,472;77,721;172,966;97,125;1,538;3,845;1,25;2,032;1
fire_0004.jpg;79;4;7,276;13,675;3,755;3,792;2,774;8,783;15,298;19,3;5,514;4,074;2,198;5,09;0
fire_0004.jpg;80;241;209,081;55,981;150,906;55,535;224,539;29,165;251,797;4,37;1,121;1,669;0,15;0,079;1
fire_0004.jpg;81;186;181,649;63,681;104,981;31,652;188,805;19,431;251,16;5,032;1,33;2,392;0,259;0,159;1
fire_0004.jpg;82;202;193,358;58,463;125,397;39,279;202,746;23,569;251,931;4,224;1,243;2,009;0,179;0,108;1
fire_0004.jpg;83;224;203,294;56,34;140,416;41,272;221,661;34,149;247,805;19,52;1,118;1,765;0,572;0,473;1
fire_0004.jpg;84;152;152,138;81,72;70,138;51,571;155,789;53,601;230,488;40,323;1,479;3,286;0,752;0,782;1
fire_0004.jpg;85;121;118,328;88,592;18,291;15,738;116,571;31,741;220,122;43,795;1,888;12,034;1,38;2,783;1
fire_0004.jpg;86;97;112,545;88,882;44,555;47,13;112,546;72,731;180,534;83,329;1,604;4,052;1,146;1,768;1
fire_0004.jpg;87;24;60,931;82,748;36,978;60,249;57,139;89,936;88,675;86,404;1,552;2,398;0,961;1,434;1
fire_0004.jpg;88;4;9,082;14,547;4,586;6,661;3,493;10,631;19,166;18,008;5,487;4,18;1,694;2,704;0
fire_0004.jpg;89;4;6,612;8,854;3,856;5,028;2,626;6,634;13,354;9,847;5,086;3,463;1,484;1,958;0
fire_0004.jpg;90;84;100,86;78,979;33,579;63,574;98,562;56,628;170,438;45,733;1,729;5,076;0,808;0,719;0
fire_0004.jpg;91;88;89,683;73,151;9,486;19,513;88,878;30,306;170,685;41,959;1,92;17,993;1,385;2,15;0
fire_0004.jpg;92;87;101,724;83,28;29,338;50,228;101,501;58,607;174,334;65,856;1,718;5,942;1,124;1,311;0
fire_0004.jpg;93;31;51,446;57,955;14,666;32,869;44,824;51,514;94,848;55,336;2,116;6,467;1,074;1,684;0
fire_0004.jpg;94;30;39,417;38,684;5,966;11,11;33,104;21,814;79,179;33,915;2,392;13,271;1,555;3,053;0
fire_0004.jpg;95;23;53,546;69,757;24,978;53,272;47,288;67,635;88,371;71,538;1,869;3,538;1,058;1,343;1
fire_0004.jpg;96;8;15,668;15,25;3,067;2,572;7,934;3,659;36,002;6,757;4,537;11,738;1,847;2,628;0
fire_0004.jpg;97;6;11,721;11,134;3,894;2,456;4,522;2,608;26,747;4,495;5,915;6,868;1,723;1,83;0
fire_0004.jpg;98;4;6,565;6,517;2,739;2,025;2,29;1,752;14,667;4,657;6,406;5,355;2,658;2,3;0
fire_0004.jpg;99;3;5,095;4,718;2,907;1,279;1,05;1,196;11,328;1,93;10,793;3,897;1,614;1,509;0
fire_0015.jpg;0;71;71,29;14,08;69,677;12,954;74,672;14,958;69,522;13,637;0,931;0,998;0,912;1,053;0
fire_0015.jpg;1;71;72,199;16,318;74,874;9,531;70,795;11,819;70,928;23,613;1,002;0,947;1,998;2,478;0
fire_0015.jpg;2;97;111,966;39,133;92,384;12,906;94,989;10,63;148,525;48,025;1,564;1,608;4,518;3,721;1
fire_0015.jpg;3;140;136,764;12,261;133,28;11,831;134,099;12,588;142,912;9,773;1,066;1,072;0,776;0,826;0
fire_0015.jpg;4;141;137,917;11,336;136,507;10,461;135,888;12,413;141,357;10,201;1,04;1,036;0,822;0,975;0
fire_0015.jpg;5;136;137,492;8,188;130,336;5,462;135,659;3,818;146,48;4,621;1,08;1,124;1,21;0,846;0
fire_0015.jpg;6;136;135,827;10,557;125,261;6,975;134,253;4,603;147,968;1,732;1,102;1,181;0,376;0,248;0
fire_0015.jpg;7;136;137,33;9,42;128,32;6,116;135,208;3,023;148,462;3,173;1,098;1,157;1,049;0,519;0
fire_0015.jpg;8;137;136,013;9,749;129,555;8,894;133,048;7,097;145,435;4,051;1,093;1,123;0,571;0,456;0
fire_0015.jpg;9;133;132,682;12,809;125,914;8,902;125,539;7,063;146,592;8,53;1,168;1,164;1,208;0,958;0
fire_0015.jpg;10;78;87,134;40,087;78,261;15,954;75,555;15,696;107,587;60,737;1,424;1,375;3,87;3,807;0
fire_0015.jpg;11;131;148,772;66,282;86,955;14,424;135,293;26,17;224,069;51,13;1,656;2,577;1,954;3,545;1
fire_0015.jpg;12;129;144,528;56,485;101,784;21,451;120,099;17,903;211,701;43,07;1,763;2,08;2,406;2,008;1
fire_0015.jpg;13;138;137,31;26,1;123,635;17,38;131,896;14,679;156,4;30,748;1,186;1,265;2,095;1,769;1
fire_0015.jpg;14;137;137,017;7,566;130,102;5,751;136,573;4,864;144,374;3,584;1,057;1,11;0,737;0,623;0
fire_0015.jpg;15;125;125,668;14,124;112,352;7,974;123,102;7,945;141,55;5,969;1,15;1,26;0,751;0,749;0
fire_0015.jpg;16;122;125,589;16,073;108,746;3,598;121,731;4,628;146,291;3,673;1,202;1,345;0,794;1,021;0
fire_0015.jpg;17;132;138,637;30,042;112,656;6,364;130,688;4,542;172,566;27,515;1,32;1,532;6,058;4,324;0
fire_0015.jpg;18;121;134,764;39,051;103,933;9,009;118,722;8,133;181,637;31,978;1,53;1,748;3,932;3,55;0
fire_0015.jpg;19;110;125,554;34,235;98,59;8,78;107,875;6,2;170,197;19,182;1,578;1,726;3,094;2,185;0
fire_0015.jpg;20;90;106,759;49,392;83,008;21,325;90,242;30,8;147,027;58,795;1,629;1,771;1,909;2,757;1
fire_0015.jpg;21;142;160,861;65,488;98,109;21,239;140,486;29,586;243,989;16,623;1,737;2,487;0,562;0,783;1
fire_0015.jpg;22;141;163,788;64,454;100,57;12,263;140,376;14,661;250,418;6,94;1,784;2,49;0,473;0,566;1
fire_0015.jpg;23;112;127,139;47,73;97,213;12,328;110,674;14,662;173,53;56,114;1,568;1,785;3,827;4,552;0
fire_0015.jpg;24;119;120,654;12,897;110,298;7,232;116,886;8,494;134,778;7,324;1,153;1,222;0,862;1,013;0
fire_0015.jpg;25;113;116,766;15,296;102,71;8,151;112,059;6,448;135,528;4,71;1,209;1,32;0,73;0,578;0
fire_0015.jpg;26;122;129,55;32,652;106,691;16,825;116,541;14,86;165,419;26,763;1,419;1,55;1,801;1,591;0
fire_0015.jpg;27;142;166,356;62,099;107,55;12,148;141,266;13,204;250,251;11;1,771;2,327;0,833;0,905;1
fire_0015.jpg;28;157;164,407;67,777;89,227;8,662;154,262;24,77;249,733;7,568;1,619;2,799;0,306;0,874;1
fire_0015.jpg;29;119;147,597;65,595;90,277;9,483;118,814;17,479;233,699;31,382;1,967;2,589;1,795;3,309;1
fire_0015.jpg;30;145;152,493;61,555;106,71;34,73;140,208;45,189;210,562;49,998;1,502;1,973;1,106;1,44;1
fire_0015.jpg;31;135;149,275;65,182;90,949;28,149;137,472;40,004;219,405;43,519;1,596;2,412;1,088;1,546;1
